id,CPU (cores),Memory (GB),Executor,Arrival Time (T_A),Start Time (T_S),Finish Time (T_F),Waiting Time (T_W),Estimated Finish Time (T_est),Deadline Violation Time (T_D),Deadline Satisfied,Placement List
job-0,1,6,7,68,68,117,0,49,128,true,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-1,6,7,2,112,112,752,0,640,997,true,C-m-0 L-m-0 
job-2,4,4,6,171,752,785,581,33,437,false,L-m-0 L-s-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-3,4,6,8,228,752,838,524,86,555,false,C-l-2 C-l-2 C-m-0 C-l-0 C-l-2 C-l-0 C-l-0 C-m-0 
job-4,2,7,5,285,752,931,467,179,666,false,C-l-1 C-l-1 C-l-1 C-l-1 C-l-1 
job-5,4,11,8,338,785,1061,447,276,804,false,C-s-0 L-l-0 L-l-0 C-s-1 L-l-0 L-m-0 L-s-0 L-m-0 
job-6,4,4,2,395,1061,1126,666,65,654,false,L-m-0 L-m-0 
job-7,3,10,5,455,1061,1361,606,300,996,false,L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8,5,5,5,504,1361,1378,857,17,813,false,L-l-0 L-l-0 C-l-0 L-m-0 C-l-0 
job-9,6,8,6,556,1361,1814,805,453,1307,false,C-m-0 C-l-1 C-l-1 C-m-1 C-l-2 C-l-2 
job-11,5,10,2,667,1814,1836,1147,22,938,false,C-m-0 L-m-0 
job-10,6,9,2,614,1814,1860,1200,46,771,false,L-l-0 L-l-0 
job-12,6,7,3,716,1814,2025,1098,211,1174,false,C-l-0 C-l-0 C-m-1 
job-13,3,12,5,780,2025,2060,1245,35,938,false,L-l-0 L-s-0 L-l-0 L-l-0 L-l-0 
job-14,6,4,7,832,2025,2127,1193,102,1037,false,L-m-0 C-l-1 C-l-0 C-l-0 C-l-1 C-l-2 C-l-2 
job-15,5,9,6,877,2127,2249,1250,122,1290,false,L-m-0 C-l-0 C-l-0 C-m-0 L-l-0 L-l-0 
job-17,2,4,7,976,2249,2264,1273,15,1158,false,C-m-0 L-m-0 L-m-0 C-m-0 C-m-0 L-m-0 C-m-0 
job-18,1,7,4,1021,2249,2266,1228,17,1126,false,C-s-1 L-m-0 C-s-1 L-m-0 
job-16,2,5,8,929,2249,2273,1320,24,1230,false,L-l-0 L-s-0 L-l-0 L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 
job-19,5,9,2,1061,2249,2321,1188,72,1395,false,C-l-0 C-l-0 
job-20,1,8,7,1111,2249,2533,1138,284,1606,false,C-l-1 C-l-1 C-l-1 C-l-0 C-l-1 C-l-1 C-l-0 
job-21,3,11,2,1159,2533,2583,1374,50,1450,false,L-m-0 L-m-0 
job-22,4,7,3,1208,2533,2704,1325,171,1423,false,L-l-0 L-l-0 L-l-0 
job-23,2,9,3,1258,2704,2736,1446,32,1570,false,L-m-0 L-m-0 L-m-0 
job-24,5,4,6,1317,2704,2812,1387,108,1442,false,C-l-0 L-l-0 C-l-1 C-l-1 C-l-0 L-l-0 
job-25,1,10,7,1374,2704,2945,1330,241,1903,false,L-s-0 C-l-1 L-l-0 C-l-0 C-l-1 L-l-0 C-l-0 
job-26,3,12,3,1424,2704,3108,1280,404,1843,false,C-m-0 C-m-0 C-s-1 
job-27,1,8,4,1478,3108,3157,1630,49,1643,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-28,4,4,3,1518,3108,3404,1590,296,2008,false,L-l-0 L-l-0 L-l-0 
job-29,2,7,4,1581,3404,3422,1823,18,1609,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-30,4,9,5,1621,3404,3422,1783,18,1685,false,C-s-1 L-s-0 L-l-0 L-l-0 L-l-0 
job-31,6,8,1,1683,3404,3467,1721,63,1790,false,C-m-0 
job-32,4,12,3,1725,3467,3486,1742,19,1998,false,L-m-0 L-m-0 L-s-0 
job-33,5,11,6,1784,3467,3778,1683,311,2152,false,L-l-0 C-l-1 C-l-0 C-l-1 C-l-0 L-l-0 
job-34,6,8,2,1839,3778,3818,1939,40,2103,false,L-l-0 L-l-0 
job-36,2,5,7,1942,3778,3847,1836,69,2020,false,L-m-0 C-l-1 C-l-1 C-l-1 C-l-1 C-l-1 C-l-1 
job-35,3,11,7,1891,3778,3883,1887,105,2059,false,L-s-0 C-l-0 C-l-0 L-m-0 C-l-0 C-l-0 L-m-0 
job-37,5,10,3,1992,3883,3903,1891,20,2264,false,L-l-0 L-l-0 L-m-0 
job-38,2,12,3,2042,3883,3904,1841,21,2311,false,L-s-0 L-l-0 L-m-0 
job-40,1,10,3,2125,3904,3939,1779,35,2264,false,L-m-0 L-m-0 L-s-0 
job-39,1,6,1,2078,3904,4006,1826,102,2403,false,L-s-0 
job-41,1,7,7,2172,3904,4038,1732,134,2332,false,L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-42,5,10,3,2224,3904,4154,1680,250,2486,false,C-l-0 C-m-0 C-l-0 
job-44,6,5,8,2318,4154,4172,1836,18,2500,false,C-l-0 C-l-2 C-l-0 C-l-1 C-l-1 C-l-2 C-m-1 C-m-0 
job-43,4,5,5,2274,4154,4214,1880,60,2453,false,L-m-0 L-l-0 L-l-0 L-l-0 L-m-0 
job-45,2,12,8,2369,4154,4264,1785,110,2595,false,C-s-2 C-m-2 C-s-0 C-s-1 C-m-2 C-m-0 L-s-0 C-m-1 
job-46,5,9,1,2424,4264,4274,1840,10,2648,false,L-m-0 
job-47,6,7,7,2465,4264,4366,1799,102,2624,false,C-m-0 C-l-1 C-l-0 L-l-0 C-l-0 C-l-1 L-l-0 
job-49,6,7,6,2555,4366,4389,1811,23,2800,false,C-m-0 C-l-1 L-m-0 L-l-0 C-l-1 L-l-0 
job-48,1,11,2,2513,4366,4405,1853,39,2571,false,L-m-0 L-m-0 
job-52,5,5,8,2707,4405,4448,1698,43,2915,false,C-m-0 C-l-2 L-l-0 C-l-2 C-l-1 L-l-0 C-l-1 L-m-0 
job-51,1,12,6,2656,4366,4489,1710,123,2959,false,C-l-0 C-m-0 C-m-0 C-l-0 C-l-0 C-l-0 
job-53,5,10,5,2758,4489,4509,1731,20,2932,false,C-l-0 L-l-0 L-l-0 L-m-0 C-l-0 
job-50,4,6,1,2601,4366,4513,1765,147,3034,false,L-s-0 
job-54,6,8,6,2823,4489,4528,1666,39,3059,false,C-m-1 C-l-1 C-l-1 C-m-0 C-l-2 C-l-2 
job-55,6,10,3,2867,4509,4533,1642,24,2937,false,L-l-0 L-l-0 L-m-0 
job-56,4,11,3,2902,4528,4539,1626,11,3133,false,L-s-0 C-m-1 C-m-1 
job-58,3,8,8,2968,4528,4618,1560,90,3100,false,C-l-0 C-l-1 C-l-1 C-l-1 C-l-1 C-l-0 C-l-0 C-l-0 
job-57,2,7,6,2932,4528,4624,1596,96,3067,false,C-l-2 C-l-2 L-m-0 C-l-2 C-l-2 C-l-2 
job-59,6,11,2,3010,4528,4755,1518,227,3446,false,C-m-0 C-m-2 
job-60,6,10,8,3071,4618,4763,1547,145,3355,false,C-m-1 C-l-1 C-l-0 C-l-0 C-l-1 L-l-0 L-l-0 L-m-0 
job-62,5,6,5,3162,4763,4855,1601,92,3438,false,L-m-0 C-m-0 L-l-0 C-m-1 L-l-0 
job-61,2,8,3,3117,4755,4928,1638,173,3432,false,L-s-0 C-m-1 L-m-0 
job-63,5,10,3,3213,4763,5114,1550,351,3841,false,C-l-0 C-m-2 C-l-0 
job-64,3,6,8,3265,5114,5146,1849,32,3368,false,C-s-1 L-l-0 L-s-0 L-l-0 L-l-0 L-l-0 L-m-0 L-m-0 
job-65,5,4,1,3305,5114,5420,1809,306,3866,false,C-m-0 
job-66,3,11,6,3349,5420,5450,2071,30,3648,false,L-m-0 L-l-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-67,3,4,1,3409,5420,5534,2011,114,3791,false,L-s-0 
job-68,2,11,4,3458,5420,5548,1962,128,3749,false,C-l-0 C-l-0 C-l-0 C-l-0 
job-70,6,7,7,3564,5534,5554,1970,20,3700,false,L-m-0 C-l-2 C-l-1 C-m-0 C-l-2 C-l-1 C-m-1 
job-69,1,11,4,3514,5534,5577,2020,43,3625,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-71,1,6,4,3606,5554,5609,1948,55,3709,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-72,6,8,2,3649,5554,5849,1905,295,4055,false,C-l-0 C-l-0 
job-73,2,8,5,3698,5849,5971,2151,122,4024,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-74,3,7,8,3745,5849,6011,2104,162,4097,false,L-s-0 C-l-0 C-l-0 C-l-0 C-l-0 L-m-0 C-s-1 L-m-0 
job-75,1,12,1,3799,6011,6085,2212,74,4172,false,L-s-0 
job-76,6,4,4,3851,6011,6085,2160,74,4140,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-77,6,8,1,3900,6085,6119,2185,34,3966,false,C-m-1 
job-78,5,9,7,3936,6085,6432,2149,347,4359,false,C-l-0 C-l-1 C-l-1 C-l-2 C-l-0 C-m-2 C-l-2 
job-79,4,5,3,3976,6085,6471,2109,386,4539,false,C-s-1 C-s-2 L-s-0 
job-80,3,11,5,4028,6432,6488,2404,56,4288,false,L-l-0 L-m-0 L-m-0 L-l-0 L-l-0 
job-82,3,8,5,4110,6488,6508,2378,20,4140,false,L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 
job-81,2,9,2,4065,6488,6531,2423,43,4188,false,L-m-0 L-m-0 
job-83,5,5,6,4161,6488,6619,2327,131,4404,false,C-l-0 C-l-1 C-l-2 C-l-2 C-l-0 C-l-1 
job-85,2,11,3,4259,6619,6769,2360,150,4699,false,L-l-0 L-l-0 L-l-0 
job-84,1,5,2,4205,6619,6919,2414,300,4552,false,L-s-0 L-s-0 
job-86,5,10,5,4310,6619,7019,2309,400,4718,false,C-m-0 L-l-0 C-l-2 L-m-0 C-l-2 
job-87,4,11,1,4363,7019,7050,2656,31,4608,false,L-s-0 
job-88,3,7,2,4413,7019,7055,2606,36,4559,false,L-m-0 L-m-0 
job-90,1,9,5,4499,7050,7078,2551,28,4531,false,L-m-0 C-m-0 L-m-0 C-m-0 C-m-0 
job-92,5,10,1,4596,7050,7111,2454,61,4871,false,C-m-1 
job-91,5,7,4,4544,7050,7124,2506,74,4883,false,C-l-0 C-l-0 C-l-1 C-l-1 
job-93,6,12,6,4647,7111,7129,2464,18,4875,false,L-m-0 C-l-2 C-m-1 C-m-0 C-l-2 C-m-2 
job-89,3,11,4,4458,7019,7147,2561,128,4742,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-94,5,4,8,4699,7129,7156,2430,27,4971,false,C-m-0 C-l-1 C-l-0 C-l-2 C-l-1 C-l-2 C-l-0 L-m-0 
job-95,1,6,6,4757,7156,7176,2399,20,4938,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-96,3,7,7,4804,7156,7235,2352,79,4941,false,L-l-0 C-l-0 C-l-0 L-m-0 C-l-0 C-l-0 L-m-0 
job-97,2,12,2,4857,7156,7397,2299,241,5126,false,L-s-0 L-m-0 
job-99,3,12,5,4959,7397,7415,2438,18,5128,false,C-s-1 C-l-1 C-l-1 C-l-1 C-l-1 
job-100,5,9,3,5012,7397,7426,2385,29,5073,false,C-l-0 C-l-0 C-m-0 
job-98,4,10,6,4912,7397,7427,2485,30,4987,false,L-m-0 L-s-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-101,2,10,6,5064,7397,7527,2333,130,5341,false,C-l-2 C-l-2 C-l-0 C-m-0 C-l-2 C-l-2 
job-102,1,10,2,5117,7527,7539,2410,12,5355,false,L-m-0 L-m-0 
job-103,4,8,5,5170,7527,7631,2357,104,5289,false,L-s-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-104,1,9,7,5225,7527,7652,2302,125,5518,false,C-l-1 C-l-1 C-l-1 C-m-0 C-l-1 C-l-1 C-m-0 
job-105,4,6,6,5282,7652,7668,2370,16,5514,false,L-m-0 L-s-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-106,6,10,5,5326,7652,7673,2326,21,5619,false,C-l-0 C-l-2 C-l-0 C-l-2 C-m-0 
job-107,4,8,3,5377,7652,7800,2275,148,5571,false,C-l-1 C-l-1 C-l-1 
job-108,5,12,2,5425,7652,7845,2227,193,5703,false,C-m-2 C-m-1 
job-110,5,8,3,5532,7845,7863,2313,18,5578,false,L-l-0 L-l-0 C-m-0 
job-109,2,5,3,5476,7845,7875,2369,30,5513,false,L-m-0 L-m-0 L-m-0 
job-111,4,4,7,5585,7845,8064,2260,219,5884,false,C-l-1 C-l-0 C-l-0 C-l-0 C-l-1 C-l-1 L-s-0 
job-113,5,7,7,5671,8064,8096,2393,32,5707,false,C-l-2 C-l-0 C-l-0 L-m-0 C-l-1 C-l-1 C-l-2 
job-114,5,6,2,5727,8064,8111,2337,47,5795,false,C-m-0 C-m-1 
job-115,5,5,7,5790,8096,8158,2306,62,5974,false,C-l-2 C-l-1 C-l-0 C-l-2 C-l-0 C-l-1 L-m-0 
job-112,3,5,3,5624,8064,8178,2440,114,5965,false,L-l-0 L-l-0 L-l-0 
job-116,5,7,2,5835,8111,8228,2276,117,6178,false,C-m-0 C-m-1 
job-117,4,7,6,5883,8111,8434,2228,323,6482,false,C-s-2 C-s-0 C-m-2 L-s-0 C-m-2 C-s-1 
job-118,2,10,8,5931,8434,8476,2503,42,6083,false,L-m-0 L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 L-m-0 L-m-0 
job-119,1,9,1,5982,8434,8507,2452,73,6167,false,C-s-1 
job-120,2,7,3,6023,8434,8539,2411,105,6311,false,L-l-0 C-s-1 C-s-2 
job-121,1,11,3,6066,8434,8802,2368,368,6610,false,C-l-0 C-l-0 C-l-0 
job-123,3,10,7,6168,8802,8836,2634,34,6369,false,L-s-0 C-l-0 C-l-0 C-s-0 C-l-0 C-l-0 C-s-1 
job-124,6,12,5,6209,8802,8868,2593,66,6434,false,C-l-1 C-l-2 C-l-1 C-m-1 C-l-2 
job-122,6,8,3,6116,8802,8870,2686,68,6313,false,L-l-0 L-l-0 L-m-0 
job-125,2,4,1,6258,8870,8940,2612,70,6543,false,L-s-0 
job-127,1,7,8,6360,8940,8958,2580,18,6453,false,L-s-0 L-m-0 L-m-0 C-m-0 C-m-0 C-m-0 L-s-0 C-m-0 
job-126,3,4,6,6304,8870,8981,2566,111,6671,false,L-m-0 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 
job-128,6,5,4,6409,8940,9058,2531,118,6696,false,C-l-0 C-l-1 C-l-1 C-l-0 
job-130,6,9,5,6504,9058,9124,2554,66,6593,false,L-l-0 C-l-0 L-l-0 L-m-0 C-l-0 
job-129,5,10,2,6449,8940,9207,2491,267,6764,false,C-l-2 C-l-2 
job-131,2,8,3,6566,9207,9262,2641,55,6918,false,L-m-0 L-m-0 L-m-0 
job-132,5,11,8,6619,9207,9283,2588,76,6814,false,C-l-2 C-l-1 C-l-0 C-l-0 C-l-1 L-l-0 C-l-2 L-l-0 
job-134,6,12,7,6742,9283,9349,2541,66,6871,false,L-m-0 C-l-0 L-l-0 C-l-1 C-l-0 C-l-1 L-l-0 
job-133,4,5,6,6683,9207,9361,2524,154,7133,false,C-m-0 C-s-1 C-m-1 C-m-0 C-m-1 L-s-0 
job-136,4,11,2,6832,9283,9370,2451,87,7179,false,C-m-2 C-m-2 
job-135,6,11,2,6786,9283,9394,2497,111,6962,false,C-l-2 C-l-2 
job-137,6,7,3,6877,9349,9403,2472,54,7174,false,L-l-0 L-m-0 L-l-0 
job-138,3,7,1,6923,9349,9425,2426,76,7054,false,C-s-2 
job-139,4,9,8,6967,9361,9461,2394,100,7239,false,L-s-0 C-l-1 C-l-1 C-m-0 C-l-1 C-m-1 C-m-1 C-m-0 
job-140,6,9,1,7017,9461,9487,2444,26,7097,false,L-m-0 
job-141,1,6,2,7062,9487,9499,2425,12,7185,false,L-s-0 L-s-0 
job-142,5,8,4,7113,9487,9556,2374,69,7208,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-143,2,9,7,7158,9556,9573,2398,17,7300,false,L-m-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-m-0 
job-145,6,10,2,7268,9556,9742,2288,186,7717,false,C-l-1 C-l-1 
job-144,4,6,5,7211,9556,9842,2345,286,7697,false,L-s-0 C-l-0 L-m-0 C-l-0 C-l-0 
job-146,3,5,6,7320,9842,9856,2522,14,7444,false,L-m-0 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 
job-148,5,4,4,7414,9842,10038,2428,196,7635,false,C-l-2 C-l-1 C-l-1 C-l-2 
job-147,6,5,2,7370,9842,10063,2472,221,7851,false,C-l-0 C-l-0 
job-149,5,8,6,7459,10038,10080,2579,42,7669,false,L-m-0 C-l-1 L-l-0 C-m-0 C-l-1 L-l-0 
job-150,6,9,5,7495,10063,10083,2568,20,7689,false,C-l-2 C-l-2 C-l-0 C-m-1 C-l-0 
job-151,1,4,5,7534,10080,10177,2546,97,7644,false,L-s-0 C-m-1 L-s-0 L-s-0 C-m-1 
job-152,2,8,8,7590,10177,10223,2587,46,7658,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-s-0 L-l-0 L-s-0 
job-153,2,6,7,7645,10223,10234,2578,11,7858,false,L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 L-s-0 L-l-0 
job-155,3,10,5,7733,10223,10296,2490,73,8066,false,C-s-1 C-l-2 C-l-2 C-l-2 C-l-2 
job-154,1,12,5,7694,10223,10316,2529,93,8043,false,L-m-0 C-m-0 L-m-0 C-m-0 L-l-0 
job-156,3,6,1,7783,10316,10335,2533,19,7921,false,L-s-0 
job-157,5,4,5,7833,10316,10391,2483,75,8079,false,L-m-0 C-l-0 C-l-0 L-l-0 L-l-0 
job-158,2,11,4,7893,10391,10435,2498,44,8083,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-159,2,5,8,7940,10391,10495,2451,104,8240,false,L-s-0 L-m-0 L-s-0 C-s-1 L-m-0 L-m-0 C-s-1 L-m-0 
job-160,5,6,4,7994,10391,10737,2397,346,8369,false,C-l-0 C-l-2 C-l-2 C-l-0 
job-162,4,6,7,8088,10737,10769,2649,32,8347,false,C-l-0 C-l-2 C-l-0 C-s-1 C-l-2 C-l-0 C-l-2 
job-161,4,4,8,8042,10737,10813,2695,76,8280,false,L-m-0 L-l-0 L-l-0 L-l-0 C-m-0 L-s-0 L-m-0 C-m-0 
job-163,2,11,4,8144,10813,10824,2669,11,8425,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-165,4,8,5,8231,10813,10869,2582,56,8471,false,C-m-0 C-l-1 C-l-1 C-l-1 C-m-0 
job-164,2,9,4,8187,10813,11108,2626,295,8674,false,L-s-0 L-m-0 L-m-0 L-m-0 
job-166,4,9,1,8286,11108,11147,2822,39,8403,false,L-s-0 
job-167,2,9,1,8340,11108,11378,2768,270,8883,false,L-m-0 
job-168,1,9,5,8385,11378,11423,2993,45,8660,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-169,5,11,2,8438,11378,11428,2940,50,8733,false,C-m-0 L-m-0 
job-170,2,12,5,8474,11378,11543,2904,165,8828,false,L-s-0 C-m-1 L-m-0 C-m-0 C-m-1 
job-171,1,10,1,8527,11378,11677,2851,299,8974,false,C-s-1 
job-172,6,8,6,8567,11677,11692,3110,15,8843,false,C-m-0 C-l-0 L-l-0 L-m-0 C-l-0 L-l-0 
job-173,2,8,8,8618,11677,11724,3059,47,8928,false,C-m-1 L-s-0 L-s-0 C-m-0 L-m-0 C-m-1 C-m-1 C-m-1 
job-174,4,5,6,8658,11677,11745,3019,68,8949,false,C-l-1 C-l-2 C-l-2 C-l-1 C-l-2 C-l-1 
job-175,3,6,3,8702,11677,12141,2975,464,9283,false,C-m-2 C-m-2 C-s-1 
job-176,3,5,2,8745,12141,12158,3396,17,8782,false,L-m-0 L-m-0 
job-177,2,5,6,8790,12141,12237,3351,96,9154,false,L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 L-l-0 
job-178,1,5,6,8837,12141,12306,3304,165,9260,false,L-l-0 L-s-0 L-l-0 C-s-1 L-s-0 L-s-0 
job-180,4,8,5,8929,12306,12321,3377,15,9073,false,L-s-0 L-m-0 L-m-0 C-m-0 C-m-0 
job-179,2,7,5,8881,12306,12360,3425,54,9086,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-181,6,11,7,8971,12306,12402,3335,96,9115,false,C-m-1 C-l-1 C-l-1 C-l-2 C-l-0 C-l-0 C-l-2 
job-182,2,7,7,9015,12306,12471,3291,165,9312,false,C-m-2 C-s-2 C-m-1 C-m-2 C-m-2 C-s-2 L-l-0 
job-183,5,5,3,9066,12471,12516,3405,45,9135,false,L-l-0 L-l-0 L-m-0 
job-185,3,12,8,9174,12471,12539,3297,68,9341,false,C-m-1 C-l-2 L-s-0 C-l-2 C-l-2 C-l-2 C-m-1 L-m-0 
job-184,6,7,5,9118,12471,12565,3353,94,9240,false,C-l-0 C-l-1 C-l-0 C-m-0 C-l-1 
job-186,2,11,4,9229,12539,12577,3310,38,9332,false,L-l-0 C-m-0 L-l-0 L-l-0 
job-187,6,8,4,9276,12539,12611,3263,72,9535,false,L-m-0 C-l-2 L-l-0 C-l-2 
job-189,3,4,8,9370,12539,12710,3169,171,9743,false,L-s-0 C-m-2 C-s-0 C-s-1 C-m-2 C-m-1 C-s-2 C-m-1 
job-188,1,12,3,9319,12539,12771,3220,232,9612,false,L-s-0 L-m-0 L-m-0 
job-191,6,9,4,9465,12771,12781,3306,10,9698,false,L-l-0 C-l-0 C-l-0 L-m-0 
job-190,3,10,1,9421,12710,12783,3289,73,9672,false,L-l-0 
job-192,2,12,4,9516,12771,12783,3255,12,9536,false,L-s-0 L-l-0 C-s-1 L-m-0 
job-193,4,5,2,9561,12771,12814,3210,43,9794,false,C-m-0 C-m-0 
job-195,2,7,2,9663,12771,12846,3108,75,9890,false,C-s-2 C-s-2 
job-194,1,10,4,9605,12771,12866,3166,95,9810,false,C-m-1 L-l-0 C-m-1 C-m-1 
job-196,5,7,3,9711,12771,13021,3060,250,10101,false,C-m-2 C-l-1 C-l-1 
job-199,4,8,5,9851,13021,13104,3170,83,10082,false,C-m-0 C-l-2 C-l-2 C-m-0 C-l-2 
job-197,5,10,3,9758,13021,13117,3263,96,10017,false,L-l-0 L-l-0 L-m-0 
job-200,3,4,7,9905,13104,13160,3199,56,10052,false,C-s-2 C-l-1 C-l-1 C-s-1 C-l-1 C-l-1 L-s-0 
job-198,1,12,5,9801,13021,13164,3220,143,10012,false,L-s-0 L-m-0 L-l-0 C-s-1 L-l-0 
job-201,2,7,3,9954,13104,13172,3150,68,10047,false,C-s-0 C-s-0 L-m-0 
job-202,4,9,4,9996,13104,13472,3108,368,10414,false,C-m-0 C-m-1 C-m-0 C-m-1 
job-203,6,6,3,10053,13472,13530,3419,58,10305,false,L-l-0 L-l-0 L-m-0 
job-204,4,7,5,10106,13472,13557,3366,85,10422,false,L-s-0 C-l-1 C-l-1 C-s-1 C-l-1 
job-205,2,11,5,10146,13472,13597,3326,125,10480,false,C-l-0 C-l-0 L-m-0 C-l-0 C-l-0 
job-207,1,5,6,10237,13472,13602,3235,130,10403,false,C-m-1 C-m-1 C-m-1 C-m-1 C-m-1 C-m-1 
job-206,2,7,6,10189,13472,13619,3283,147,10411,false,C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 
job-208,3,8,8,10284,13530,13798,3246,268,10838,false,L-m-0 L-m-0 L-l-0 L-l-0 L-l-0 C-m-0 L-l-0 C-m-0 
job-210,6,4,3,10366,13798,13832,3432,34,10556,false,L-l-0 L-m-0 L-l-0 
job-209,4,9,1,10321,13798,13850,3477,52,10409,false,L-s-0 
job-211,6,6,5,10409,13798,13897,3389,99,10805,false,C-m-0 C-l-2 C-l-0 C-l-2 C-l-0 
job-212,5,8,6,10467,13832,13954,3365,122,10858,false,L-m-0 L-l-0 C-l-1 C-m-1 C-l-1 L-l-0 
job-213,5,8,4,10505,13897,13983,3392,86,10856,false,C-l-2 C-l-0 C-l-0 C-l-2 
job-214,5,11,5,10555,13954,14336,3399,382,10979,false,L-m-0 L-l-0 L-l-0 C-l-1 C-l-1 
job-215,4,6,3,10615,14336,14366,3721,30,10775,false,L-l-0 L-l-0 L-l-0 
job-216,5,9,4,10672,14336,14565,3664,229,11189,false,C-m-0 C-l-0 C-l-0 L-m-0 
job-217,4,10,7,10714,14565,14655,3851,90,10987,false,L-l-0 L-m-0 L-s-0 L-l-0 L-m-0 L-l-0 C-s-1 
job-219,5,7,1,10819,14565,14667,3746,102,11066,false,C-m-1 
job-218,3,10,7,10767,14565,14686,3798,121,11029,false,C-s-0 C-l-0 C-l-0 C-m-0 C-l-0 C-l-0 C-m-0 
job-220,2,5,5,10875,14686,14702,3811,16,10989,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-221,5,10,3,10937,14686,14764,3749,78,11102,false,L-m-0 C-l-0 C-l-0 
job-222,5,7,7,10984,14686,14851,3702,165,11302,false,C-m-1 C-l-1 C-l-2 C-m-0 C-l-1 C-l-2 C-m-2 
job-223,3,10,8,11037,14851,14906,3814,55,11280,false,L-l-0 L-s-0 L-l-0 L-l-0 L-l-0 L-m-0 C-s-0 L-m-0 
job-224,6,12,8,11081,14851,15200,3770,349,11672,false,C-l-0 C-l-2 C-l-1 C-l-1 C-l-2 C-m-1 C-l-0 C-m-0 
job-225,5,8,7,11132,15200,15303,4068,103,11304,false,C-l-1 L-l-0 C-l-0 C-l-1 C-l-0 L-l-0 L-m-0 
job-226,5,4,8,11185,15303,15336,4118,33,11446,false,L-l-0 C-l-0 C-l-1 C-l-1 C-l-0 L-l-0 C-m-0 L-m-0 
job-227,4,6,5,11232,15303,15517,4071,214,11708,false,L-s-0 C-l-2 C-l-2 C-s-1 C-l-2 
job-228,3,4,1,11274,15517,15581,4243,64,11445,false,L-s-0 
job-229,2,8,8,11330,15517,15823,4187,306,11923,false,L-m-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-m-0 
job-230,6,10,6,11377,15517,15824,4140,307,11881,false,C-l-0 C-l-2 C-l-1 C-l-2 C-l-0 C-l-1 
job-231,1,7,4,11441,15823,15858,4382,35,11749,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-233,3,8,5,11581,15823,15892,4242,69,11706,false,C-m-0 C-m-1 C-s-1 C-m-1 C-m-0 
job-232,2,5,7,11513,15823,15957,4310,134,11753,false,L-l-0 L-s-0 L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-235,5,8,4,11693,15957,15987,4264,30,11751,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-234,6,8,3,11628,15824,15994,4196,170,11895,false,C-l-0 C-m-2 C-l-0 
job-236,2,5,8,11741,15957,16118,4216,161,11993,false,L-m-0 C-s-1 C-s-1 L-l-0 L-s-0 C-m-2 L-s-0 C-m-0 
job-237,2,7,5,11799,15957,16135,4158,178,12146,false,C-l-1 C-l-1 C-l-1 C-l-1 C-l-1 
job-238,2,7,4,11856,15957,16167,4101,210,12291,false,C-m-1 C-m-1 C-l-1 C-m-1 
job-239,1,7,7,11905,16118,16205,4213,87,12080,false,L-l-0 L-l-0 C-m-1 L-l-0 L-l-0 L-l-0 L-l-0 
job-240,5,6,3,11951,16167,16206,4216,39,12213,false,L-m-0 L-l-0 C-m-1 
job-242,4,6,8,12047,16206,16218,4159,12,12344,false,C-s-1 L-l-0 C-l-1 C-l-1 C-l-1 L-l-0 L-s-0 L-l-0 
job-241,5,7,1,11987,16206,16226,4219,20,12117,false,L-m-0 
