id,CPU (cores),Memory (GB),Executor,Arrival Time (T_A),Start Time (T_S),Finish Time (T_F),Waiting Time (T_W),Estimated Finish Time (T_est),Deadline Violation Time (T_D),Deadline Satisfied,Placement List
job-8748,4,5,2,437062,540163,540273,103101,110,437355,false,L-m-0 L-m-0 
job-8749,1,10,4,437117,540273,540283,103156,10,437179,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-8750,2,10,5,437173,540273,540309,103100,36,437308,false,L-m-0 L-m-0 L-s-0 L-m-0 C-s-1 
job-8751,5,12,5,437218,540273,540324,103055,51,437552,false,C-m-0 C-l-0 C-l-1 C-l-0 C-l-1 
job-8752,4,12,1,437271,540309,540335,103038,26,437568,false,L-s-0 
job-8754,2,4,8,437380,540309,540496,102929,187,437687,false,C-s-1 L-m-0 C-l-1 C-l-0 L-m-0 L-m-0 C-s-1 L-m-0 
job-8753,3,8,5,437334,540309,540554,102975,245,437874,false,L-l-0 C-m-0 L-l-0 L-l-0 L-l-0 
job-8755,2,11,1,437422,540554,540611,103132,57,437602,false,L-s-0 
job-8757,6,4,6,437528,540554,540664,103026,110,437710,false,L-m-0 C-l-0 C-l-1 C-m-0 C-l-0 C-l-1 
job-8759,6,4,8,437617,540664,540677,103047,13,437888,false,C-m-0 C-l-0 C-l-0 C-l-2 C-l-1 C-l-1 C-l-2 L-m-0 
job-8758,1,12,7,437569,540664,540685,103095,21,437690,false,L-s-0 L-m-0 L-l-0 C-m-0 C-m-0 L-m-0 L-l-0 
job-8756,5,6,2,437476,540554,540769,103078,215,437965,false,L-l-0 L-l-0 
job-8760,1,12,1,437675,540769,540798,103094,29,437818,false,L-s-0 
job-8761,1,9,4,437721,540769,540877,103048,108,438051,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-8762,2,6,3,437764,540877,540895,103113,18,438001,false,L-m-0 L-m-0 L-m-0 
job-8763,4,6,7,437830,540877,540936,103047,59,437948,false,L-l-0 L-l-0 L-l-0 L-s-0 C-l-2 C-l-2 C-l-2 
job-8764,2,10,6,437875,540877,541138,103002,261,438382,false,C-l-0 C-l-0 L-m-0 C-s-1 C-l-0 C-l-0 
job-8765,2,5,5,437925,541138,541245,103213,107,438278,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8766,2,7,3,437980,541245,541271,103265,26,438127,false,L-m-0 L-m-0 L-m-0 
job-8767,4,12,7,438037,541245,541331,103208,86,438171,false,L-l-0 C-l-2 C-l-2 L-l-0 C-l-2 L-l-0 L-s-0 
job-8768,2,8,5,438093,541331,541352,103238,21,438265,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8771,5,9,1,438243,541331,541381,103088,50,438300,false,C-m-0 
job-8772,4,7,6,438291,541381,541402,103090,21,438508,false,L-l-0 C-l-0 L-l-0 C-l-0 C-l-0 L-l-0 
job-8770,4,9,3,438196,541331,541432,103135,101,438356,false,L-s-0 C-s-2 L-m-0 
job-8769,1,10,2,438153,541331,541446,103178,115,438500,false,L-m-0 L-m-0 
job-8773,1,9,1,438348,541381,541476,103033,95,438573,false,C-s-1 
job-8776,3,12,8,438508,541432,541520,102924,88,438652,false,L-l-0 L-l-0 C-l-0 C-l-0 C-l-0 C-l-0 L-l-0 L-l-0 
job-8774,5,8,4,438405,541381,541532,102976,151,438715,false,C-l-1 C-l-1 C-l-2 C-l-2 
job-8775,2,8,5,438450,541432,541538,102982,106,438592,false,L-s-0 C-l-2 L-m-0 L-s-0 C-l-1 
job-8777,1,7,2,438560,541538,541604,102978,66,438701,false,L-s-0 L-s-0 
job-8779,3,12,2,438661,541604,541625,102943,21,438891,false,L-s-0 L-l-0 
job-8778,1,6,6,438612,541538,541628,102926,90,438721,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8780,4,9,6,438703,541604,541791,102901,187,438908,false,L-m-0 L-m-0 C-l-1 C-s-1 C-l-1 C-l-1 
job-8783,5,9,6,438842,541791,541812,102949,21,438871,false,L-m-0 C-l-0 C-l-1 C-m-0 C-l-1 C-l-0 
job-8784,6,10,7,438874,541812,541831,102938,19,438941,false,C-l-0 C-l-1 L-m-0 C-l-1 C-l-0 C-l-2 C-l-2 
job-8785,5,6,8,438918,541831,541849,102913,18,438993,false,C-l-0 C-l-2 C-l-1 C-l-0 C-l-1 C-m-0 C-l-2 L-m-0 
job-8786,3,4,3,438961,541831,541851,102870,20,439257,false,C-m-1 C-m-0 C-m-1 
job-8781,4,6,1,438752,541791,541861,103039,70,438978,false,L-s-0 
job-8782,1,9,6,438806,541791,541879,102985,88,439099,false,L-m-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8787,5,12,1,439007,541831,542161,102824,330,439352,false,C-m-2 
job-8789,6,4,3,439103,542161,542240,103058,79,439362,false,L-l-0 L-l-0 C-m-0 
job-8788,5,12,1,439052,542161,542372,103109,211,439495,false,L-m-0 
job-8790,3,10,3,439147,542372,542383,103225,11,439385,false,L-m-0 L-m-0 L-s-0 
job-8791,5,4,6,439193,542372,542451,103179,79,439278,false,C-l-0 L-l-0 C-l-0 C-l-1 C-l-1 L-l-0 
job-8792,4,9,6,439239,542372,542476,103133,104,439375,false,C-m-0 C-l-2 C-l-2 C-m-0 C-l-2 C-s-1 
job-8793,3,12,2,439277,542372,542848,103095,476,439964,false,C-m-1 C-m-1 
job-8795,3,8,1,439399,542848,542893,103449,45,439503,false,L-s-0 
job-8794,6,11,1,439345,542848,542898,103503,50,439395,false,L-m-0 
job-8796,5,8,3,439449,542848,542942,103399,94,439715,false,L-l-0 L-l-0 C-m-0 
job-8797,4,8,2,439492,542848,543127,103356,279,439985,false,C-m-1 C-m-1 
job-8799,2,11,3,439580,543127,543161,103547,34,439853,false,L-s-0 L-m-0 L-m-0 
job-8798,2,9,5,439530,543127,543172,103597,45,439845,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8802,6,10,3,439740,543172,543193,103432,21,439768,false,L-l-0 C-l-0 C-l-0 
job-8800,4,8,6,439642,543127,543203,103485,76,439736,false,C-m-0 L-m-0 C-l-1 C-m-0 C-l-1 C-l-1 
job-8801,1,6,7,439699,543172,543204,103473,32,439848,false,L-m-0 L-m-0 L-m-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-8803,3,10,4,439793,543172,543376,103379,204,440228,false,C-m-2 C-m-2 L-s-0 L-l-0 
job-8804,5,7,2,439844,543376,543431,103532,55,440012,false,L-l-0 L-l-0 
job-8805,3,12,8,439896,543376,543449,103480,73,440266,false,L-s-0 C-l-0 C-l-0 C-l-0 C-l-0 L-m-0 C-s-1 L-m-0 
job-8806,1,12,8,439947,543376,543598,103429,222,440338,false,C-l-2 L-l-0 C-l-2 C-l-2 C-l-2 L-l-0 C-m-0 C-m-0 
job-8807,5,7,7,439991,543598,543618,103607,20,440083,false,C-l-1 L-l-0 C-l-0 C-l-1 C-l-0 L-l-0 L-m-0 
job-8808,6,4,6,440043,543618,543655,103575,37,440310,false,C-m-0 C-l-0 L-l-0 L-m-0 C-l-0 L-l-0 
job-8809,1,11,7,440086,543618,543693,103532,75,440316,false,C-m-1 C-m-1 L-s-0 C-m-0 C-m-0 L-m-0 L-m-0 
job-8810,5,10,1,440131,543693,543719,103562,26,440265,false,L-m-0 
job-8812,5,6,5,440235,543693,543902,103458,209,440588,false,C-l-1 C-l-0 C-l-0 C-l-1 L-l-0 
job-8811,2,11,3,440191,543693,544035,103502,342,440733,false,L-l-0 L-m-0 L-l-0 
job-8814,3,11,2,440327,544035,544058,103708,23,440611,false,L-l-0 L-l-0 
job-8813,3,12,2,440278,544035,544072,103757,37,440602,false,L-m-0 L-m-0 
job-8815,5,9,2,440368,544035,544092,103667,57,440620,false,C-m-0 L-l-0 
job-8816,4,9,8,440413,544035,544099,103622,64,440596,false,L-s-0 C-l-0 C-l-0 C-l-1 C-l-1 C-l-1 C-s-1 C-l-0 
job-8817,2,7,6,440464,544035,544227,103571,192,440865,false,C-m-1 C-m-1 C-m-1 C-m-1 C-m-0 L-m-0 
job-8818,6,5,2,440515,544227,544318,103712,91,440801,false,L-l-0 L-l-0 
job-8819,1,5,6,440576,544318,544366,103742,48,440822,false,L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-8820,5,7,3,440625,544318,544420,103693,102,440790,false,L-l-0 L-l-0 C-m-0 
job-8821,6,6,5,440674,544318,544439,103644,121,440933,false,C-m-1 C-l-0 C-l-1 C-l-1 C-l-0 
job-8822,3,5,2,440721,544366,544476,103645,110,441012,false,L-s-0 C-m-0 
job-8824,3,9,6,440828,544476,544503,103648,27,441044,false,L-m-0 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 
job-8823,2,4,1,440765,544476,544577,103711,101,441115,false,L-s-0 
job-8825,6,5,7,440873,544476,544803,103603,327,441271,false,C-l-0 C-l-2 C-l-2 C-l-0 C-l-1 C-l-1 C-m-0 
job-8827,4,9,5,440969,544803,544838,103834,35,441137,false,L-l-0 L-l-0 L-m-0 L-m-0 L-l-0 
job-8829,6,7,5,441050,544803,544851,103753,48,441269,false,C-m-0 C-l-2 C-l-1 C-l-1 C-l-2 
job-8828,2,11,4,441013,544803,544934,103790,131,441242,false,C-l-0 C-l-0 C-l-0 C-l-0 
job-8826,1,9,1,440916,544803,544963,103887,160,441341,false,L-s-0 
job-8831,6,12,2,441152,544934,544965,103782,31,441313,false,C-l-0 C-l-0 
job-8830,4,9,6,441096,544934,544965,103838,31,441244,false,L-m-0 L-m-0 L-l-0 C-s-1 L-l-0 L-l-0 
job-8832,1,5,2,441211,544963,544977,103752,14,441293,false,L-s-0 L-s-0 
job-8833,4,12,8,441267,544963,545026,103696,63,441459,false,C-l-2 C-l-1 C-l-2 C-l-1 C-l-2 C-m-0 C-l-1 C-m-0 
job-8834,6,5,8,441325,545026,545087,103701,61,441403,false,L-l-0 C-l-0 C-l-2 C-l-2 C-l-0 L-l-0 C-m-0 L-m-0 
job-8836,3,12,6,441407,545087,545196,103680,109,441792,false,L-s-0 C-l-1 C-l-1 C-s-1 C-l-1 C-l-1 
job-8837,4,10,4,441461,545196,545236,103735,40,441611,false,C-m-1 C-m-1 L-s-0 C-s-1 
job-8835,6,5,5,441361,545087,545238,103726,151,441789,false,L-m-0 C-l-0 L-l-0 L-l-0 C-l-0 
job-8838,5,8,8,441509,545238,545265,103729,27,441558,false,L-l-0 C-l-0 C-l-1 C-l-1 C-l-0 L-l-0 C-m-0 L-m-0 
job-8839,3,7,7,441558,545238,545283,103680,45,441728,false,L-s-0 C-l-2 C-l-2 C-m-0 C-l-2 C-l-2 L-m-0 
job-8840,1,10,5,441608,545283,545296,103675,13,441863,false,L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8841,3,6,3,441668,545283,545429,103615,146,441825,false,L-s-0 L-l-0 L-m-0 
job-8842,2,11,7,441717,545429,545443,103712,14,441827,false,L-m-0 L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 L-m-0 
job-8843,2,12,3,441763,545429,545469,103666,40,442093,false,C-l-0 C-l-0 C-l-0 
job-8845,3,12,5,441874,545429,545491,103555,62,442152,false,C-l-1 C-l-1 C-l-1 C-s-0 C-l-1 
job-8844,2,12,2,441818,545429,545509,103611,80,442131,false,C-s-1 C-l-0 
job-8846,2,7,6,441915,545491,545524,103576,33,441988,false,L-s-0 C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 
job-8848,3,10,7,442016,545509,545526,103493,17,442217,false,C-l-1 L-l-0 L-l-0 L-l-0 C-l-1 C-l-1 C-l-1 
job-8847,1,5,7,441967,545491,545598,103524,107,442130,false,L-s-0 L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-8850,6,11,5,442120,545526,545672,103406,146,442287,false,L-l-0 C-l-0 C-l-0 C-l-1 C-l-1 
job-8851,4,12,8,442168,545672,545702,103504,30,442449,false,L-l-0 L-l-0 C-l-2 C-s-1 C-l-2 L-m-0 C-l-2 L-m-0 
job-8849,1,8,2,442072,545526,545726,103454,200,442484,false,L-s-0 L-l-0 
job-8852,1,10,1,442234,545726,545775,103492,49,442500,false,L-s-0 
job-8853,2,8,5,442290,545726,545855,103436,129,442502,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8855,2,11,2,442397,545855,545879,103458,24,442507,false,L-l-0 L-l-0 
job-8854,4,12,2,442347,545855,545900,103508,45,442469,false,L-m-0 L-m-0 
job-8856,3,6,7,442458,545855,546164,103397,309,442955,false,L-s-0 C-l-0 C-l-0 C-l-0 C-l-0 L-l-0 L-l-0 
job-8857,5,12,3,442495,546164,546253,103669,89,442610,false,L-l-0 L-m-0 L-l-0 
job-8858,4,11,5,442531,546253,546266,103722,13,442732,false,L-m-0 L-l-0 L-l-0 L-l-0 L-m-0 
job-8859,3,11,6,442579,546253,546302,103674,49,442814,false,L-s-0 C-l-0 C-l-0 C-s-0 C-l-0 C-l-0 
job-8860,1,6,1,442624,546253,546491,103629,238,443036,false,C-s-1 
job-8861,3,7,6,442677,546491,546509,103814,18,442986,false,L-m-0 L-l-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-8862,3,5,2,442718,546491,546522,103773,31,442928,false,L-s-0 C-s-1 
job-8863,5,7,8,442770,546491,546645,103721,154,443070,false,C-m-1 C-l-2 C-l-1 C-l-2 C-l-1 C-l-0 C-l-0 C-m-0 
job-8865,2,10,5,442877,546645,546685,103768,40,442984,false,L-l-0 L-l-0 L-l-0 C-s-1 L-l-0 
job-8866,6,10,7,442934,546645,546706,103711,61,443125,false,C-m-0 C-l-1 C-l-1 C-l-2 C-l-0 C-l-0 C-l-2 
job-8864,4,12,3,442823,546645,546738,103822,93,443089,false,L-m-0 L-m-0 L-s-0 
job-8868,2,9,8,443028,546706,546865,103678,159,443324,false,C-l-0 L-l-0 C-l-2 C-l-0 C-l-0 C-l-0 C-l-0 C-m-0 
job-8869,6,9,2,443075,546865,546929,103790,64,443217,false,C-m-1 L-m-0 
job-8867,5,6,5,442976,546706,546943,103730,237,443318,false,L-l-0 C-l-2 L-l-0 C-m-0 C-l-2 
job-8870,5,11,8,443135,546943,546960,103808,17,443430,false,C-m-0 C-l-0 C-l-0 C-l-1 C-l-1 L-l-0 L-m-0 L-l-0 
job-8873,6,9,6,443282,546960,546985,103678,25,443447,false,C-l-0 C-l-0 C-l-1 C-l-2 C-l-2 C-l-1 
job-8874,4,9,4,443336,546960,547024,103624,64,443682,false,C-m-0 C-m-1 C-m-0 C-m-1 
job-8871,2,4,2,443186,546960,547076,103774,116,443463,false,L-s-0 L-s-0 
job-8875,4,5,7,443386,546985,547096,103599,111,443571,false,C-l-0 C-l-2 C-l-0 C-l-2 C-l-0 C-l-2 C-s-1 
job-8872,4,6,5,443231,546960,547105,103729,145,443388,false,L-l-0 L-m-0 L-m-0 L-l-0 L-l-0 
job-8876,2,8,8,443441,546985,547203,103544,218,443807,false,C-l-1 C-l-1 C-l-1 C-l-1 C-s-2 C-l-1 C-s-2 C-l-1 
job-8877,3,6,2,443480,547203,547222,103723,19,443782,false,L-m-0 L-m-0 
job-8879,4,5,6,443581,547222,547382,103641,160,443849,false,L-m-0 L-l-0 L-m-0 C-s-1 L-l-0 L-l-0 
job-8878,1,4,1,443528,547222,547474,103694,252,444013,false,L-s-0 
job-8880,4,6,3,443630,547474,547495,103844,21,443947,false,L-l-0 L-l-0 L-l-0 
job-8882,3,6,8,443726,547474,547553,103748,79,444065,false,C-l-0 C-l-1 C-l-1 C-l-1 C-l-0 C-l-1 C-l-0 C-l-0 
job-8881,3,12,2,443668,547474,547647,103806,173,444082,false,L-m-0 L-m-0 
job-8885,6,4,5,443878,547647,547734,103769,87,444015,false,C-l-0 C-l-1 C-l-0 C-m-0 C-l-1 
job-8883,2,8,1,443770,547647,547769,103877,122,444003,false,L-s-0 
job-8884,2,6,8,443830,547647,548066,103817,419,444483,false,L-m-0 L-m-0 L-l-0 L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 
job-8886,2,8,7,443937,548066,548120,104129,54,444211,false,L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 L-s-0 L-l-0 
job-8887,4,7,5,443991,548066,548203,104075,137,444401,false,L-m-0 C-l-0 C-l-0 L-m-0 C-l-0 
job-8888,1,4,7,444045,548203,548220,104158,17,444087,false,L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-8890,6,8,8,444145,548203,548247,104058,44,444350,false,C-m-0 C-l-0 C-l-0 C-l-2 C-l-1 C-l-1 C-l-2 C-m-1 
job-8889,4,4,2,444090,548203,548540,104113,337,444609,false,L-l-0 L-l-0 
job-8891,1,4,5,444203,548540,548560,104337,20,444380,false,L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-8892,1,9,4,444247,548540,548665,104293,125,444572,false,L-l-0 L-l-0 L-l-0 L-m-0 
job-8893,3,10,7,444301,548540,548864,104239,324,444863,false,L-s-0 L-l-0 C-l-0 C-l-0 C-l-0 L-l-0 C-l-0 
job-8894,4,4,5,444357,548864,548880,104507,16,444384,false,L-m-0 L-l-0 L-l-0 L-l-0 L-m-0 
job-8895,4,10,6,444406,548864,548979,104458,115,444742,false,C-m-0 C-l-1 L-s-0 C-m-0 C-l-1 C-l-1 
job-8896,1,8,1,444465,548864,548989,104399,125,444666,false,C-s-1 
job-8897,2,7,5,444509,548979,549049,104470,70,444706,false,L-m-0 L-m-0 L-m-0 L-m-0 C-s-1 
job-8898,1,6,2,444569,549049,549063,104480,14,444728,false,L-s-0 L-s-0 
job-8899,1,4,6,444628,549049,549090,104421,41,444845,false,L-m-0 L-s-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-8900,3,4,8,444681,549049,549196,104368,147,444977,false,L-l-0 L-m-0 C-l-0 C-l-0 L-l-0 L-l-0 C-l-0 C-l-0 
job-8902,5,7,2,444784,549196,549219,104412,23,444975,false,C-l-0 C-l-0 
job-8901,5,4,3,444728,549196,549228,104468,32,444933,false,L-l-0 L-l-0 L-m-0 
job-8903,3,11,4,444826,549219,549232,104393,13,444891,false,L-s-0 C-m-0 C-m-0 L-m-0 
job-8904,6,7,8,444889,549219,549289,104330,70,445220,false,C-m-2 C-l-2 C-l-0 C-l-2 C-l-1 C-m-1 C-l-0 C-l-1 
job-8906,3,8,7,444992,549232,549308,104240,76,445082,false,L-s-0 C-s-1 C-s-0 C-m-0 C-m-0 C-s-2 L-m-0 
job-8905,5,4,3,444944,549228,549432,104284,204,445444,false,L-l-0 L-l-0 L-m-0 
job-8907,5,12,2,445054,549432,549446,104378,14,445296,false,L-l-0 L-l-0 
job-8908,2,4,8,445103,549432,549498,104329,66,445175,false,C-s-1 L-m-0 L-s-0 C-s-1 L-m-0 L-s-0 L-l-0 L-m-0 
job-8909,2,7,1,445153,549498,549549,104345,51,445337,false,L-s-0 
job-8910,4,8,4,445204,549498,549585,104294,87,445351,false,L-m-0 L-l-0 L-l-0 L-l-0 
job-8911,6,9,6,445246,549498,549629,104252,131,445407,false,C-l-0 C-l-2 C-l-1 C-l-0 C-l-2 C-l-1 
job-8912,6,9,8,445293,549629,549659,104336,30,445613,false,L-l-0 C-l-0 C-l-2 C-l-2 C-l-0 L-l-0 C-m-0 L-m-0 
job-8914,4,7,6,445391,549629,549682,104238,53,445463,false,C-s-1 C-l-1 C-l-1 C-m-2 C-l-1 C-m-2 
job-8913,1,5,8,445342,549629,549744,104287,115,445706,false,L-m-0 C-s-2 L-s-0 C-m-0 C-m-0 C-s-2 L-m-0 C-s-2 
job-8915,4,12,1,445439,549629,549833,104190,204,445856,false,C-s-0 
job-8916,1,8,7,445491,549833,549854,104342,21,445673,false,L-s-0 L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8918,1,10,7,445597,549833,549886,104236,53,445859,false,C-m-0 C-m-1 C-m-0 C-m-1 C-m-1 L-m-0 C-m-0 
job-8917,1,11,3,445545,549833,549952,104288,119,445783,false,C-s-1 L-m-0 L-m-0 
job-8920,6,8,3,445687,549952,550000,104265,48,445832,false,L-l-0 L-m-0 L-l-0 
job-8919,3,5,1,445635,549952,550110,104317,158,445860,false,L-s-0 
job-8921,1,10,4,445737,550110,550132,104373,22,445993,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-8922,6,11,2,445783,550110,550255,104327,145,445981,false,L-m-0 C-m-0 
job-8923,1,12,2,445828,550255,550295,104427,40,446023,false,L-m-0 L-m-0 
job-8926,2,9,7,445970,550255,550377,104285,122,446290,false,C-m-0 C-l-2 C-l-2 C-l-2 C-l-2 C-l-2 C-m-0 
job-8925,3,12,7,445925,550255,550437,104330,182,446254,false,L-s-0 C-l-0 C-l-0 C-l-0 C-l-0 L-l-0 L-l-0 
job-8924,6,8,2,445883,550255,550457,104372,202,446330,false,L-l-0 L-m-0 
job-8927,4,5,4,446020,550255,550493,104235,238,446557,false,C-m-0 C-l-1 C-l-1 C-l-1 
job-8928,4,5,4,446090,550493,550520,104403,27,446327,false,L-l-0 L-l-0 L-s-0 L-l-0 
job-8929,4,7,1,446134,550520,550533,104386,13,446397,false,L-s-0 
job-8930,4,6,7,446185,550520,550618,104335,98,446565,false,C-m-0 L-m-0 L-l-0 C-m-0 L-m-0 L-l-0 L-l-0 
job-8932,1,9,6,446296,550618,550672,104322,54,446593,false,L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8931,4,7,1,446239,550520,550686,104281,166,446654,false,C-s-1 
job-8933,2,5,4,446349,550672,550686,104323,14,446400,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-8934,6,5,1,446393,550672,550770,104279,98,446755,false,L-l-0 
job-8936,5,11,5,446495,550770,550789,104275,19,446590,false,L-m-0 L-l-0 C-l-0 C-l-0 C-m-0 
job-8935,4,6,3,446447,550672,550826,104225,154,446870,false,L-s-0 C-s-2 L-l-0 
job-8937,5,6,4,446545,550770,550859,104225,89,446925,false,C-l-2 C-l-1 C-l-1 C-l-2 
job-8938,2,12,7,446599,550770,550934,104171,164,447017,false,C-s-1 L-l-0 C-l-2 L-m-0 C-l-0 C-l-1 C-m-0 
job-8939,1,10,5,446644,550934,551037,104290,103,447040,false,L-s-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8942,4,7,8,446784,551037,551054,104253,17,446959,false,L-m-0 C-l-0 C-l-0 C-l-0 C-l-1 C-l-1 L-m-0 C-l-1 
job-8940,4,7,1,446695,551037,551138,104342,101,446898,false,L-s-0 
job-8943,2,9,5,446844,551138,551157,104294,19,447006,false,C-s-2 L-m-0 L-s-0 L-m-0 L-m-0 
job-8941,3,8,4,446741,551037,551173,104296,136,447038,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-8944,6,7,8,446892,551138,551433,104246,295,447242,false,C-l-0 C-l-2 C-l-1 C-l-2 C-l-1 C-m-1 C-l-0 C-m-0 
job-8945,6,5,5,446942,551433,551488,104491,55,447196,false,L-m-0 C-l-0 L-l-0 L-l-0 C-l-0 
job-8946,3,9,7,446998,551433,551586,104435,153,447154,false,L-s-0 C-l-1 C-l-1 C-s-0 C-l-1 C-l-1 C-s-1 
job-8949,4,8,4,447166,551586,551629,104420,43,447416,false,L-s-0 C-l-0 C-l-0 C-l-0 
job-8947,2,9,2,447050,551586,551638,104536,52,447136,false,L-m-0 L-m-0 
job-8950,6,8,8,447227,551629,551691,104402,62,447514,false,C-l-0 C-l-2 C-l-2 C-l-1 C-l-0 C-m-1 C-l-1 C-m-0 
job-8948,3,6,4,447116,551586,551718,104470,132,447535,false,L-m-0 L-l-0 L-l-0 L-l-0 
job-8951,4,10,5,447269,551691,551725,104422,34,447434,false,L-s-0 C-l-0 C-l-0 L-m-0 C-l-0 
job-8952,2,6,2,447312,551691,551892,104379,201,447753,false,C-s-1 L-l-0 
job-8953,5,11,1,447360,551892,551961,104532,69,447721,false,L-m-0 
job-8954,1,7,8,447415,551892,552213,104477,321,447824,false,L-m-0 L-m-0 L-l-0 L-m-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-8955,6,12,5,447469,551892,552400,104423,508,448132,false,L-l-0 C-l-0 C-l-1 C-l-1 C-l-0 
job-8956,1,5,6,447520,552400,552460,104880,60,447644,false,L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-8960,6,12,6,447730,552400,552476,104670,76,448072,false,C-l-0 C-l-0 C-l-2 C-l-2 C-l-1 C-l-1 
job-8961,3,7,8,447784,552460,552507,104676,47,447991,false,L-m-0 C-m-1 C-s-0 C-s-1 C-m-2 C-m-2 C-m-1 L-m-0 
job-8957,3,4,3,447570,552400,552507,104830,107,447768,false,L-l-0 L-l-0 L-l-0 
job-8959,6,5,1,447682,552400,552533,104718,133,447826,false,C-m-0 
job-8962,4,8,3,447848,552476,552536,104628,60,448014,false,C-l-0 C-l-0 C-l-0 
job-8958,2,7,5,447615,552400,552539,104785,139,447765,false,L-s-0 L-l-0 L-s-0 C-s-2 C-s-2 
job-8963,2,11,4,447887,552507,552612,104620,105,448265,false,C-m-0 C-s-1 L-m-0 L-m-0 
job-8964,5,4,3,447930,552507,552712,104577,205,448275,false,C-m-1 C-l-1 C-l-1 
job-8965,4,12,8,447972,552712,552723,104740,11,448160,false,L-m-0 L-m-0 L-l-0 L-l-0 C-m-1 L-s-0 L-l-0 C-m-1 
job-8966,3,6,4,448021,552712,552890,104691,178,448494,false,C-l-0 C-l-0 C-l-0 C-l-0 
job-8969,5,5,3,448166,552890,552911,104724,21,448471,false,L-m-0 L-l-0 C-m-0 
job-8968,1,10,7,448110,552890,552937,104780,47,448195,false,L-m-0 L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 L-m-0 
job-8967,3,6,1,448064,552890,552942,104826,52,448149,false,L-s-0 
job-8970,1,4,5,448208,552890,552952,104682,62,448469,false,L-m-0 C-s-1 C-m-0 C-m-0 C-m-0 
job-8971,3,10,6,448251,552890,552953,104639,63,448395,false,C-s-0 C-l-0 C-l-0 C-s-1 C-l-0 C-l-0 
job-8972,4,4,2,448296,552890,553047,104594,157,448537,false,C-m-1 C-m-1 
job-8973,3,11,8,448357,552890,553068,104533,178,448551,false,C-l-1 C-l-1 C-l-2 C-l-2 C-l-2 C-l-1 C-l-2 C-l-1 
job-8975,6,12,4,448428,552953,553090,104525,137,448639,false,C-m-2 C-l-0 C-l-0 C-m-0 
job-8974,1,12,8,448392,552937,553097,104545,160,448635,false,C-s-2 L-l-0 L-l-0 L-l-0 C-m-0 L-l-0 L-m-0 L-m-0 
job-8976,3,12,6,448476,553068,553207,104592,139,448806,false,L-s-0 C-l-1 C-l-1 C-s-1 C-l-1 C-l-1 
job-8977,6,11,4,448531,553207,553249,104676,42,448641,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-8978,4,4,2,448580,553207,553514,104627,307,449138,false,L-s-0 C-s-1 
job-8979,2,11,3,448629,553514,553541,104885,27,448753,false,L-m-0 L-m-0 L-s-0 
job-8980,1,8,4,448691,553541,553553,104850,12,448754,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-8981,6,12,5,448747,553541,553635,104794,94,448907,false,L-l-0 C-l-1 L-l-0 C-m-0 C-l-1 
job-8982,6,8,1,448799,553635,553698,104836,63,449153,false,L-m-0 
job-8983,2,12,6,448846,553635,553797,104789,162,449278,false,L-l-0 L-s-0 L-m-0 L-l-0 L-l-0 L-l-0 
job-8984,2,4,3,448893,553797,553862,104904,65,449191,false,L-m-0 L-m-0 L-m-0 
job-8985,6,9,2,448946,553797,554116,104851,319,449461,false,L-l-0 L-l-0 
job-8986,2,4,1,449007,554116,554152,105109,36,449152,false,L-s-0 
job-8988,6,6,1,449101,554152,554235,105051,83,449206,false,L-l-0 
